batter,min_hit_speed,player_type,avg_hit_speed,rowId,avg_hr_distance,name,attempts,max_distance,player_id,brl_pa,barrels,avg_distance,max_hit_speed,season,fbld,brl_percent,gb
519317,56.0,batter,98.6,row_519317,425,Giancarlo Stanton,157,479,519317,16.0%,51,243,120.3,2015,102.5,32.5%,93.6
443558,44.3,batter,93.7,row_443558,413,Nelson Cruz,371,483,443558,9.0%,59,224,119.0,2015,97.9,15.9%,89.7
545361,32.3,batter,93.2,row_545361,409,Mike Trout,385,477,545361,10.6%,72,238,117.7,2015,96.7,18.7%,89.0
471865,32.8,batter,90.8,row_471865,419,Carlos Gonzalez,368,468,471865,7.7%,47,217,117.1,2015,94.3,12.8%,88.4
448801,39.2,batter,92.2,row_448801,404,Chris Davis,346,458,448801,10.1%,68,244,116.6,2015,96.6,19.7%,86.3
434670,35.3,batter,91.0,row_434670,409,Hanley Ramirez,291,481,434670,5.8%,25,196,116.6,2015,95.4,8.6%,88.8
121347,47.8,batter,92.2,row_121347,406,Alex Rodriguez,347,471,121347,6.8%,42,220,116.5,2015,95.6,12.1%,88.8
444432,36.6,batter,93.5,row_444432,412,Mark Trumbo,324,464,444432,6.2%,34,224,116.5,2015,94.9,10.5%,93.7
430832,37.1,batter,93.6,row_430832,407,Jose Bautista,380,461,430832,9.6%,64,235,116.3,2015,95.7,16.8%,92.2
624585,37.4,batter,92.8,row_624585,398,Jorge Soler,218,427,624585,5.9%,24,220,116.2,2015,95.0,11.0%,90.3
444482,35.9,batter,92.6,row_444482,404,David Peralta,310,442,444482,4.8%,25,218,116.1,2015,95.6,8.1%,90.2
541645,40.0,batter,88.9,row_541645,402,Avisail Garcia,360,454,541645,3.0%,18,201,116.1,2015,92.7,5.0%,85.6
451713,43.8,batter,92.9,row_451713,381,Carlos Peguero,36,425,451713,11.1%,10,244,116.0,2015,97.6,27.8%,89.3
547180,33.8,batter,91.4,row_547180,400,Bryce Harper,358,461,547180,9.0%,59,230,116.0,2015,94.6,16.5%,89.2
434604,47.0,batter,91.4,row_434604,402,Michael Morse,132,417,434604,5.8%,15,192,115.7,2015,96.8,11.4%,86.9
570256,40.7,batter,90.4,row_570256,398,Gregory Polanco,413,422,570256,3.8%,25,209,115.6,2015,92.3,6.1%,89.8
408234,42.3,batter,94.5,row_408234,404,Miguel Cabrera,326,454,408234,7.2%,37,225,115.6,2015,97.6,11.3%,91.8
276519,35.2,batter,85.7,row_276519,392,Jimmy Rollins,380,422,276519,2.7%,15,208,115.6,2015,89.5,3.9%,82.6
461416,37.6,batter,86.6,row_461416,402,Will Venable,229,428,461416,1.8%,7,179,115.2,2015,88.9,3.1%,87.7
621043,41.0,batter,90.8,row_621043,397,Carlos Correa,275,469,621043,5.8%,25,210,115.1,2015,94.6,9.1%,88.0
518735,28.3,batter,91.6,row_518735,403,Yasmani Grandal,224,439,518735,6.4%,27,217,115.1,2015,94.9,12.1%,90.3
476883,44.5,batter,92.7,row_476883,414,Pedro Alvarez,284,461,476883,7.5%,37,202,115.1,2015,98.4,13.0%,88.7
150212,35.1,batter,88.5,row_150212,404,Michael Cuddyer,252,434,150212,3.5%,14,196,115.1,2015,93.2,5.6%,84.5
571506,44.9,batter,92.2,row_571506,409,Justin Bour,262,453,571506,6.5%,29,214,115.0,2015,94.9,11.1%,91.5
608336,37.9,batter,92.2,row_608336,391,Joey Gallo,48,423,608336,8.1%,10,216,115.0,2015,99.7,20.8%,80.7
624424,47.0,batter,93.2,row_624424,397,Michael Conforto,123,444,624424,8.2%,16,229,115.0,2015,96.1,13.0%,88.8
547989,43.8,batter,91.7,row_547989,396,Jose Abreu,412,447,547989,7.0%,47,212,114.9,2015,94.5,11.4%,90.2
592518,31.1,batter,92.4,row_592518,399,Manny Machado,446,440,592518,6.3%,45,223,114.9,2015,94.5,10.1%,92.0
460075,36.9,batter,93.2,row_460075,410,Ryan Braun,329,474,460075,6.9%,39,211,114.9,2015,95.7,11.9%,91.5
425902,40.9,batter,91.5,row_425902,407,Prince Fielder,480,447,425902,4.0%,28,210,114.9,2015,93.2,5.8%,91.0
570731,31.4,batter,90.8,row_570731,413,Jonathan Schoop,190,485,570731,7.5%,24,229,114.7,2015,94.8,12.6%,88.4
542303,42.9,batter,92.5,row_542303,415,Marcell Ozuna,313,434,542303,4.5%,22,201,114.5,2015,95.7,7.0%,90.4
607776,61.0,batter,94.3,row_607776,,Mac Williamson,18,402,607776,2.9%,1,217,114.4,2015,94.3,5.6%,98.1
435622,35.1,batter,91.0,row_435622,415,Ian Desmond,348,477,435622,4.5%,29,195,114.4,2015,94.6,8.3%,89.5
592626,38.1,batter,92.3,row_592626,421,Joc Pederson,267,477,592626,6.9%,40,217,114.3,2015,96.6,15.0%,88.4
592192,41.5,batter,90.4,row_592192,401,Mark Canha,286,440,592192,5.6%,27,209,114.2,2015,93.5,9.4%,88.4
543807,39.0,batter,90.0,row_543807,402,George Springer,252,428,543807,5.3%,24,214,114.2,2015,94.1,9.5%,85.4
452095,39.5,batter,91.0,row_452095,406,Tyler Flowers,204,448,452095,4.4%,16,200,114.2,2015,92.0,7.8%,92.4
467092,27.1,batter,91.3,row_467092,402,Wilson Ramos,345,444,467092,4.6%,23,195,114.2,2015,95.9,6.7%,88.5
446263,42.6,batter,93.0,row_446263,408,Lucas Duda,299,456,446263,7.8%,43,250,114.1,2015,94.6,14.4%,89.9
448602,34.9,batter,88.3,row_448602,410,Mark Reynolds,223,451,448602,6.7%,29,217,114.1,2015,92.5,13.0%,84.0
501896,39.7,batter,89.4,row_501896,399,David Freese,295,451,501896,5.1%,24,195,114.1,2015,94.3,8.1%,86.3
502671,34.6,batter,93.1,row_502671,407,Paul Goldschmidt,368,471,502671,8.2%,57,243,114.0,2015,96.9,15.5%,88.3
429665,29.4,batter,91.1,row_429665,406,Edwin Encarnacion,384,462,429665,8.2%,51,218,114.0,2015,94.7,13.3%,87.0
467055,32.4,batter,88.6,row_467055,395,Pablo Sandoval,335,430,467055,4.2%,21,197,114.0,2015,91.7,6.3%,88.0
405395,36.2,batter,91.6,row_405395,404,Albert Pujols,468,454,405395,6.8%,45,220,114.0,2015,93.6,9.6%,90.0
543068,40.9,batter,89.1,row_543068,411,C.J. Cron,245,457,543068,7.2%,29,214,113.9,2015,93.8,11.8%,85.4
543333,37.2,batter,90.5,row_543333,407,Eric Hosmer,413,446,543333,6.2%,41,201,113.9,2015,94.8,9.9%,88.0
573627,32.8,batter,88.8,row_573627,421,Kennys Vargas,112,451,573627,3.3%,6,180,113.9,2015,90.6,5.4%,87.9
457708,48.4,batter,90.3,row_457708,397,Justin Upton,351,458,457708,7.1%,44,227,113.9,2015,93.5,12.5%,87.9
517370,40.1,batter,90.9,row_517370,390,Jimmy Paredes,222,432,517370,4.2%,16,205,113.8,2015,94.7,7.2%,87.1
501647,41.2,batter,89.0,row_501647,415,Wilin Rosario,144,460,501647,3.7%,9,198,113.8,2015,93.8,6.3%,86.6
593934,56.1,batter,94.8,row_593934,406,Miguel Sano,143,448,593934,9.6%,32,250,113.7,2015,99.2,22.4%,87.0
489149,37.1,batter,90.0,row_489149,399,Logan Morrison,329,442,489149,5.7%,29,212,113.7,2015,92.1,8.8%,89.9
461235,34.3,batter,89.5,row_461235,405,Brandon Moss,278,454,461235,8.4%,44,235,113.7,2015,94.6,15.8%,82.7
518626,44.3,batter,92.9,row_518626,408,Josh Donaldson,452,481,518626,9.4%,67,222,113.6,2015,96.5,14.8%,89.6
120074,36.4,batter,93.8,row_120074,405,David Ortiz,392,468,120074,9.3%,57,231,113.6,2015,96.6,14.5%,90.7
452254,38.6,batter,90.7,row_452254,414,Hunter Pence,139,450,452254,9.0%,20,197,113.5,2015,95.8,14.4%,86.5
543543,37.7,batter,90.1,row_543543,391,Brad Miller,297,436,543543,3.4%,17,201,113.4,2015,93.7,5.7%,88.6
474892,38.9,batter,92.2,row_474892,407,Chris Carter,214,454,474892,8.7%,40,250,113.4,2015,97.5,18.7%,83.4
434778,42.9,batter,92.7,row_434778,405,Kendrys Morales,418,469,434778,7.4%,47,225,113.4,2015,95.4,11.2%,89.8
546318,37.0,batter,88.5,row_546318,410,Odubel Herrera,319,439,546318,2.4%,13,201,113.3,2015,91.3,4.1%,87.8
502517,35.3,batter,90.8,row_502517,389,Daniel Murphy,423,428,502517,4.5%,24,212,113.3,2015,93.3,5.7%,88.9
543768,48.9,batter,89.0,row_543768,405,Travis Shaw,150,443,543768,5.6%,14,233,113.3,2015,91.3,9.3%,86.7
407812,35.7,batter,91.6,row_407812,399,Matt Holliday,154,423,407812,2.9%,8,206,113.3,2015,90.9,5.2%,93.4
516770,38.1,batter,86.5,row_516770,408,Starlin Castro,404,427,516770,3.1%,18,190,113.2,2015,90.2,4.5%,84.5
519306,38.0,batter,89.4,row_519306,401,Steven Souza Jr.,196,446,519306,6.1%,26,206,113.2,2015,94.8,13.3%,85.3
