PlayerID,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
6984,Luis Garcia,Phillies,17,0,1,0,0,0,0,0,0,0,.000,0,0,0,0,1,0,0,0,.000
6986,Ian Kennedy,Royals,33,3,3,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
7024,Miguel Gonzalez,White Sox,24,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
7312,Josh Collmenter,Braves,3,6,7,0,0,0,0,0,0,0,.000,0,6,0,0,1,0,0,0,.000
7396,Dillon Gee,Royals,33,1,3,0,0,0,0,0,0,0,.000,0,0,0,0,2,0,0,0,.000
7450,Phil Hughes,Twins,12,2,2,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
7531,Collin McHugh,Astros,33,6,8,0,0,0,0,0,0,0,.000,0,2,0,0,2,0,0,0,.000
7541,Lucas Harrell,Braves,5,8,8,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
7593,Jordan Lyles,Rockies,40,8,8,0,0,0,0,0,0,0,.000,0,4,0,0,0,0,0,0,.000
7773,Shawn Kelley,Nationals,67,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
7841,Jerry Blevins,Mets,73,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
7872,Tyson Ross,Padres,1,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
7960,Frank Herrmann,Phillies,14,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
8037,Paul Clemens,- - -,18,21,23,0,0,0,0,0,1,0,.000,0,11,0,0,1,1,0,0,.000
8185,Steven Wright,Red Sox,25,4,4,0,0,0,0,0,0,0,.000,0,3,0,0,0,0,0,0,.000
8223,Brett Anderson,Dodgers,4,3,3,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
8245,J.P. Howell,Dodgers,64,2,2,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
8580,Justin Miller,Rockies,40,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
8600,Dustin McGowan,Marlins,55,4,4,0,0,0,0,0,0,0,.000,0,3,0,0,0,0,0,0,.000
8823,Oliver Drake,Orioles,14,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
8992,Arquimedes Caminero,Pirates,39,2,2,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
9029,Adam Warren,Cubs,29,3,4,0,0,0,0,0,0,0,.000,0,3,0,0,1,0,0,0,.000
9111,Brad Hand,Padres,82,4,5,0,0,0,0,0,0,0,.000,0,1,0,0,1,0,0,0,.000
9132,Nathan Eovaldi,Yankees,24,5,7,0,0,0,0,0,0,0,.000,0,4,0,0,1,0,0,0,.000
9149,Tim Melville,Reds,3,2,2,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
9174,Casey Kelly,Braves,10,2,3,0,0,0,0,0,0,0,.000,0,1,0,0,1,0,0,0,.000
9178,Kyle Lobstein,Pirates,14,2,2,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
9286,Rob Scahill,Pirates,15,2,2,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
9325,Jared Hughes,Pirates,67,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
